  10.00000       .99802      -.03370       .00282   .10147E+04  -.24277E+05
  20.00000       .99458      -.06659       .00638   .58666E+03  -.12246E+05
  30.00000       .98930      -.09904       .01148   .47473E+03  -.81924E+04
  40.00000       .98218      -.13097       .01816   .42675E+03  -.61540E+04
  50.00000       .97327      -.16225       .02642   .40112E+03  -.49258E+04
  60.00000       .96261      -.19277       .03623   .38562E+03  -.41040E+04
  70.00000       .95027      -.22241       .04751   .37545E+03  -.35151E+04
  80.00000       .93634      -.25108       .06022   .36842E+03  -.30720E+04
  90.00000       .92091      -.27866       .07428   .36337E+03  -.27262E+04
 100.00000       .90406      -.30506       .08961   .35964E+03  -.24487E+04
 110.00000       .88592      -.33021       .10612   .35685E+03  -.22209E+04
 120.00000       .86657      -.35403       .12371   .35474E+03  -.20303E+04
 130.00000       .84615      -.37646       .14230   .35314E+03  -.18685E+04
 140.00000       .82477      -.39746       .16179   .35194E+03  -.17292E+04
 150.00000       .80253      -.41698       .18207   .35106E+03  -.16080E+04
 160.00000       .77956      -.43500       .20306   .35044E+03  -.15015E+04
 170.00000       .75597      -.45151       .22464   .35004E+03  -.14071E+04
 180.00000       .73189      -.46649       .24673   .34982E+03  -.13228E+04
 190.00000       .70740      -.47994       .26924   .34975E+03  -.12469E+04
 200.00000       .68264      -.49188       .29206   .34983E+03  -.11783E+04
 210.00000       .65768      -.50233       .31512   .35003E+03  -.11159E+04
 220.00000       .63265      -.51130       .33833   .35034E+03  -.10589E+04
 230.00000       .60762      -.51883       .36162   .35075E+03  -.10065E+04
 240.00000       .58268      -.52497       .38490   .35126E+03  -.95818E+03
 250.00000       .55792      -.52974       .40811   .35186E+03  -.91345E+03
 260.00000       .53341      -.53320       .43118   .35253E+03  -.87189E+03
 270.00000       .50922      -.53539       .45406   .35329E+03  -.83315E+03
 280.00000       .48541      -.53637       .47669   .35413E+03  -.79693E+03
 290.00000       .46204      -.53619       .49901   .35503E+03  -.76296E+03
 300.00000       .43917      -.53491       .52100   .35601E+03  -.73103E+03
 310.00000       .41684      -.53259       .54260   .35706E+03  -.70094E+03
 320.00000       .39509      -.52928       .56377   .35817E+03  -.67251E+03
 330.00000       .37395      -.52504       .58450   .35935E+03  -.64559E+03
 340.00000       .35347      -.51992       .60474   .36060E+03  -.62005E+03
 350.00000       .33366      -.51400       .62448   .36192E+03  -.59578E+03
 360.00000       .31454      -.50732       .64369   .36330E+03  -.57266E+03
 370.00000       .29614      -.49994       .66236   .36474E+03  -.55060E+03
 380.00000       .27847      -.49191       .68048   .36625E+03  -.52952E+03
 390.00000       .26154      -.48329       .69803   .36783E+03  -.50935E+03
 400.00000       .24536      -.47413       .71500   .36948E+03  -.49001E+03
 410.00000       .22993      -.46447       .73140   .37119E+03  -.47145E+03
 420.00000       .21525      -.45438       .74721   .37297E+03  -.45361E+03
 430.00000       .20133      -.44388       .76243   .37482E+03  -.43643E+03
 440.00000       .18817      -.43304       .77707   .37673E+03  -.41989E+03
 450.00000       .17574      -.42189       .79113   .37872E+03  -.40393E+03
 460.00000       .16406      -.41047       .80460   .38078E+03  -.38851E+03
 470.00000       .15311      -.39882       .81750   .38291E+03  -.37361E+03
 480.00000       .14289      -.38698       .82983   .38512E+03  -.35919E+03
